Sentence,Sentencia,Type,Tipo
Show More Sentences,Mostrar más oraciones,Kinesthetic,Cinestésico
"Additionally, tropical cyclone motion can be influenced by transient weather systems, such as extratropical cyclones.","Además, el movimiento de los ciclones tropicales puede estar influenciado por sistemas meteorológicos transitorios, como los ciclones extratropicales.",Kinesthetic,Cinestésico
"The motion of the fluid is sustained by convection, motion driven by buoyancy.","El movimiento del fluido se mantiene por convección, movimiento impulsado por la flotabilidad.",Kinesthetic,Cinestésico
Ekman transport causes the water to push towards the left of the surface motion in the Southern Hemisphere.,El transporte de Ekman hace que el agua empuje hacia la izquierda del movimiento de la superficie en el hemisferio sur.,Kinesthetic,Cinestésico
Mesoscale ocean eddies are characterized by currents which flow in a roughly circular motion around the center of the eddy.,Los remolinos del océano de mesoescala se caracterizan por corrientes que fluyen en un movimiento circular aproximadamente alrededor del centro del remolino.,Kinesthetic,Cinestésico
"This motion is called convection, it orders the stratification by gravitation.","Esta moción se llama convección, ordena la estratificación por gravitación.",Kinesthetic,Cinestésico
Coriolis forces resulting from linear motion of these appendages are detected within the rotating frame of reference of the insects' bodies.,Las fuerzas de Coriolis resultantes del movimiento lineal de estos apéndices se detectan dentro del marco de referencia rotativo de los cuerpos de los insectos.,Kinesthetic,Cinestésico
"As a result of the vibrations of the atoms, the atoms are in motion relative to the rotating coordinate system of the molecule.","Como resultado de las vibraciones de los átomos, los átomos están en movimiento en relación con el sistema de coordenadas giratorias de la molécula.",Kinesthetic,Cinestésico
The Coriolis effect caused by the rotation of the Earth can be seen indirectly through the motion of a Foucault pendulum.,El efecto Coriolis causado por la rotación de la tierra se puede ver indirectamente a través del movimiento de un péndulo de Foucault.,Kinesthetic,Cinestésico
"From our rotating perspective on the planet, its direction of motion changes as it moves, bending in the opposite direction to our actual motion.","Desde nuestra perspectiva rotativa del planeta, su dirección de movimiento cambia a medida que se mueve, doblando en la dirección opuesta a nuestro movimiento real.",Kinesthetic,Cinestésico
An object that is moving without being dragged along with this rotation travels in a straight motion over the turning Earth.,Un objeto que se mueve sin ser arrastrado junto con esta rotación viaja en un movimiento recto sobre la tierra de giro.,Kinesthetic,Cinestésico
"Unless otherwise stated, directions of forces and motion apply to the Northern Hemisphere.","A menos que se indique lo contrario, las instrucciones de las fuerzas y el movimiento se aplican al hemisferio norte.",Kinesthetic,Cinestésico
"In a reference frame with clockwise rotation, the force acts to the left of the motion of the object.","En un marco de referencia con rotación en sentido horario, la fuerza actúa a la izquierda del movimiento del objeto.",Kinesthetic,Cinestésico
"In physics, the Coriolis force is an inertial force that acts on objects that are in motion relative to a rotating reference frame.","En física, la fuerza Coriolis es una fuerza inercial que actúa sobre los objetos que están en movimiento en relación con un marco de referencia giratorio.",Kinesthetic,Cinestésico
"Slab rollback occurs during the subduction of two tectonic plates, and results in seaward motion of the trench.",La reversión de la losa ocurre durante la subducción de dos placas tectónicas y da como resultado un movimiento hacia el mar de la trinchera.,Kinesthetic,Cinestésico
"Since then, it has been shown that the motion of the continents is linked to seafloor spreading.","Desde entonces, se ha demostrado que el movimiento de los continentes está vinculado a la propagación del fondo marino.",Kinesthetic,Cinestésico
"This polar motion has multiple, cyclical components, which collectively are termed quasiperiodic motion.","Este movimiento polar tiene múltiples componentes cíclicos, que colectivamente se denominan movimiento cuasiperiódico.",Kinesthetic,Cinestésico
"Viewed from the celestial north pole, the motion of Earth, the Moon, and their axial rotations are all counterclockwise.","Visto desde el Polo Norte Celestial, el movimiento de la Tierra, la Luna y sus rotaciones axiales son todas en sentido antihorario.",Kinesthetic,Cinestésico
The campaign is backed by Tim Farron MP who tabled a motion on 3 December 2007 regarding the status of beech in Cumbria.,"La campaña está respaldada por el diputado de Tim Farron, quien presentó una moción el 3 de diciembre de 2007 con respecto al estado de Beech en Cumbria.",Kinesthetic,Cinestésico
"Once prey is captured, the scissor motion of the top and lower bill is used to tear the tissue and kill.","Una vez que se captura la presa, el movimiento de tijera de la factura superior e inferior se usa para rasgar el tejido y matar.",Kinesthetic,Cinestésico
The Doppler shift of the returning echoes yields information relating to the motion and location of the bat's prey.,El cambio Doppler de los ecos de regreso produce información relacionada con el movimiento y la ubicación de la presa del murciélago.,Kinesthetic,Cinestésico
Show More Sentences,Mostrar más oraciones,Kinesthetic,Cinestésico
They then receive echoes back at the finely tuned frequency range by taking advantage of the Doppler shift of their motion in flight.,Luego reciben ecos en el rango de frecuencia finamente ajustado aprovechando el cambio Doppler de su movimiento en el vuelo.,Kinesthetic,Cinestésico
"The current motion of the tectonic plates is today determined by remote sensing satellite data sets, calibrated with ground station measurements.","El movimiento actual de las placas tectónicas se determina hoy mediante conjuntos de datos satelitales de teledetección, calibrados con mediciones de la estación terrestre.",Kinesthetic,Cinestésico
"In this current understanding, plate motion is mostly driven by the weight of cold, dense plates sinking into the mantle at trenches.","En esta comprensión actual, el movimiento de la placa se impulsa principalmente por el peso de las placas frías y densas que se hunden en el manto en las trincheras.",Kinesthetic,Cinestésico
How mantle convection directly and indirectly relates to plate motion is a matter of ongoing study and discussion in geodynamics.,Cómo la convección del manto se relaciona directa e indirectamente con el movimiento de la placa es una cuestión de estudio y discusión continua en geodinámica.,Kinesthetic,Cinestésico
The sources of plate motion are a matter of intensive research and discussion among scientists.,Las fuentes de movimiento de la placa son una cuestión de investigación intensiva y discusión entre los científicos.,Kinesthetic,Cinestésico
The combination of horizontal and vertical motion changes the tilt of the surface.,La combinación de movimiento horizontal y vertical cambia la inclinación de la superficie.,Kinesthetic,Cinestésico
The BIFROST GPS network shows that the motion diverges from the centre of rebound.,La red BIFROST GPS muestra que el movimiento diverge desde el centro del rebote.,Kinesthetic,Cinestésico
He was unable to successfully convert the piston motion into rotary motion and the steam could not produce enough pressure.,No pudo convertir con éxito el movimiento del pistón en movimiento rotativo y el vapor no pudo producir suficiente presión.,Kinesthetic,Cinestésico
Frequency shift is caused by motion that changes the number of wavelengths between the reflector and the radar.,El cambio de frecuencia es causado por el movimiento que cambia el número de longitudes de onda entre el reflector y el radar.,Kinesthetic,Cinestésico
Wave energy converters make use of the mechanical motion or fluid pressure.,Los convertidores de energía de onda hacen uso del movimiento mecánico o la presión del fluido.,Kinesthetic,Cinestésico
Crustal thickening has an upward component of motion and often occurs when continental crust is thrust onto continental crust.,El engrosamiento de la corteza tiene un componente ascendente de movimiento y a menudo ocurre cuando la corteza continental se somete a la corteza continental.,Kinesthetic,Cinestésico
"As the depth below the free surface increases, the radius of the circular motion decreases.","A medida que aumenta la profundidad debajo de la superficie libre, el radio del movimiento circular disminuye.",Kinesthetic,Cinestésico
"Over the course of millions of years, the motion of tectonic plates reconfigures global land and ocean areas and generates topography.","En el transcurso de millones de años, el movimiento de las placas tectónicas reconfigura las áreas mundiales de tierra y océano y genera topografía.",Kinesthetic,Cinestésico
These capture systems use the rise and fall motion of waves to capture energy.,Estos sistemas de captura utilizan el movimiento de aumento y caída de las olas para capturar energía.,Kinesthetic,Cinestésico
Energy is collected from the relative motion of the body compared to the fixed point.,La energía se recoge del movimiento relativo del cuerpo en comparación con el punto fijo.,Kinesthetic,Cinestésico
A flexing motion is created by swells that drive hydraulic pumps to generate electricity.,Un movimiento de flexión es creado por olas que impulsan bombas hidráulicas para generar electricidad.,Kinesthetic,Cinestésico
Oscillatory motion is highest at the surface and diminishes exponentially with depth.,El movimiento oscilatorio es más alto en la superficie y disminuye exponencialmente con la profundidad.,Kinesthetic,Cinestésico
He famously moved a motion in Westminster calling for a tunnel to be constructed between County Antrim and the Scottish coast.,Movió una moción en Westminster pidiendo que se construya un túnel entre el condado de Antrim y la costa escocesa.,Kinesthetic,Cinestésico
The relative motion between a magnetic field and a conductor creates an electrical current.,El movimiento relativo entre un campo magnético y un conductor crea una corriente eléctrica.,Kinesthetic,Cinestésico
It is a record of the ground motion at a measuring station as a function of time.,Es un registro del movimiento del suelo en una estación de medición en función del tiempo.,Kinesthetic,Cinestésico
Show More Sentences,Mostrar más oraciones,Kinesthetic,Cinestésico
Fluvial processes include the motion of sediment and erosion or deposition on the river bed.,Los procesos fluviales incluyen el movimiento de sedimentos y erosión o deposición en el lecho del río.,Kinesthetic,Cinestésico
"The wriggling motion is produced by smooth muscles, but of a highly specialized type.","El movimiento retorcido es producido por los músculos lisos, pero de un tipo altamente especializado.",Kinesthetic,Cinestésico
"He obstinately made his motion at every meeting, even though no one else ever supported it and everyone else was bored with it.","Observó obstinadamente su moción en cada reunión, a pesar de que nadie más lo apoyó y todos los demás estaban aburridos con ella.",Kinesthetic,Cinestésico
"As a simple example, the evolution of predation may have caused one organism to develop a defence, while another developed motion to flee.","Como un simple ejemplo, la evolución de la depredación puede haber causado que un organismo desarrolle una defensa, mientras que otro desarrolló moción para huir.",Kinesthetic,Cinestésico
"During the 1870s, Eadweard Muybridge began recording motion photographically and invented a zoopraxiscope with which to view his recordings.","Durante la década de 1870, Eadweard Muybridge comenzó a grabar movimiento fotográfico e inventó un zoopraxiscope con el que ver sus grabaciones.",Kinesthetic,Cinestésico
"A motion at the NT's 2008 AGM to block the development gained much support, but was overturned by proxy votes cast by the chairman.","Una moción en la AGM 2008 del NT para bloquear el desarrollo ganó mucho apoyo, pero fue revocado por votos de poder emitidos por el presidente.",Kinesthetic,Cinestésico
The motion must briefly explain why the nonmovant does not have the evidence it needs to oppose the summary judgment by affidavits.,La moción debe explicar brevemente por qué el no movante no tiene la evidencia que necesita para oponerse al juicio sumario por las declaraciones juradas.,Kinesthetic,Cinestésico
"Similar to a violin's bow, the production of sound in an accordion is in direct proportion to the motion of the player.","Similar al arco de un violín, la producción de sonido en un acordeón está en proporción directa al movimiento del jugador.",Kinesthetic,Cinestésico
This reduces the range of motion needed for shuffle bowings which alternate between pairs of strings.,Esto reduce el rango de movimiento necesario para las inclinaciones de la baraja que se alternan entre pares de cuerdas.,Kinesthetic,Cinestésico
A motion of nonconfidence submitted against the prime minister shall be considered as a motion of nonconfidence against the government.,Una moción de falta de confianza presentada contra el Primer Ministro se considerará como una moción de falta de confianza contra el gobierno.,Kinesthetic,Cinestésico
The motion passed with a significant majority of 472 MPs voting in favour and 117 against.,La moción pasó con una gran mayoría de 472 parlamentarios votando a favor y 117 en contra.,Kinesthetic,Cinestésico
He also performed very well in the July 1993 motion of confidence debate on the Conservative government.,También se desempeñó muy bien en el debate de moción de confianza de julio de 1993 sobre el gobierno conservador.,Kinesthetic,Cinestésico
"The motion was supported by the Conservatives, Labour, the Liberal Democrats and the Greens, while the SNP abstained.","La moción fue apoyada por los conservadores, el trabajo, los demócratas liberales y los verdes, mientras que el SNP se abstuvo.",Kinesthetic,Cinestésico
The heavens turn about in a most rapid motion without noise to us perceived.,Los cielos se vuelven en un movimiento más rápido sin ruido para nosotros percibidos.,Kinesthetic,Cinestésico
"During interglacial times, such as at present, drowned coastlines were common, mitigated by isostatic or other emergent motion of some regions.","Durante los tiempos interglaciales, como en la actualidad, las costas ahogadas fueron comunes, mitigadas por el movimiento isostático u otro emergente de algunas regiones.",Kinesthetic,Cinestésico
"With the motion of the beam this revolved around, and turned, the 'sun' a second rotating cog fixed to and which turned the drive shaft.","Con el movimiento del haz esto giró y giró, el 'sol' se fijó un segundo engranaje giratorio y que giró el eje de la transmisión.",Kinesthetic,Cinestésico
In December 1893 an Opposition motion proposed by Lord George Hamilton called for an expansion of the Royal Navy.,"En diciembre de 1893, una moción de oposición propuesta por Lord George Hamilton pidió una expansión de la Royal Navy.",Kinesthetic,Cinestésico
"The Whig opposition gained traction in Parliament, though a motion proposed on December 12 to end the war was defeated by only one vote.","La oposición whig ganó tracción en el parlamento, aunque una moción propuesta el 12 de diciembre para terminar la guerra fue derrotada por solo un voto.",Kinesthetic,Cinestésico
The victory of the Scots over the English at the Battle of Otterburn in Northumberland in August 1388 set in motion Carrick's fall from power.,La victoria de los escoceses sobre los ingleses en la Batalla de Otterburn en Northumberland en agosto de 1388 puso en marcha la caída de Carrick del poder.,Kinesthetic,Cinestésico
It can subsequently force the Commission as a body to resign by adopting a motion of censure.,Posteriormente puede obligar a la Comisión como un cuerpo a renunciar al adoptar una moción de censura.,Kinesthetic,Cinestésico
Show More Sentences,Mostrar más oraciones,Kinesthetic,Cinestésico
"I vote nay, even though the motion is popular, because I would rather be right than popular.","No voto, aunque la moción es popular, porque preferiría tener razón que popular.",Kinesthetic,Cinestésico
A goal must be scored by either a striking motion or by directly soloing the ball into the net.,Un gol debe ser anotado por un movimiento llamativo o solos directamente la pelota en la red.,Kinesthetic,Cinestésico
"In response to this the BBC carried out an investigation, and has now set in motion a plan to change the way it provides its online services.","En respuesta a esto, la BBC llevó a cabo una investigación, y ahora ha puesto en marcha un plan para cambiar la forma en que proporciona sus servicios en línea.",Kinesthetic,Cinestésico
"Afterwards, digital water and smoke were added, as were extras captured on a motion capture stage.","Posteriormente, se agregaron agua digital y humo, al igual que los extras capturados en una etapa de captura de movimiento.",Kinesthetic,Cinestésico
"To help alleviate nausea, indigestion, queasiness or motion sickness, combine peppermint, lemon and ginger essential oils.","Para ayudar a aliviar las náuseas, la indigestión, el mareo o el mareo, combinar aceites esenciales de menta, limón y jengibre.",Kinesthetic,Cinestésico
"The film was Robert De Niro's first motion picture, and the first film in the United States to appeal an X rating.","La película fue la primera película de Robert de Niro, y la primera película en los Estados Unidos en apelar una calificación X.",Kinesthetic,Cinestésico
"Elsewhere in Asia, the Indian Bollywood musical, mostly in the form of motion pictures, is tremendously successful.","En otras partes de Asia, el musical indio de Bollywood, principalmente en forma de películas, es tremendamente exitoso.",Kinesthetic,Cinestésico
"We were all supposed to be wearing the uniforms and the helmet, walking in slow motion with the heat haze.","Se suponía que todos llevamos los uniformes y el casco, caminando en cámara lenta con la neblina de calor.",Kinesthetic,Cinestésico
The motion was heard on 18 April 1958 by the judge who had committed Pound to St Elizabeths.,La moción fue escuchada el 18 de abril de 1958 por el juez que había comprometido libra a St Elizabeths.,Kinesthetic,Cinestésico
"In 1958 MacLeish hired Thurman Arnold, a prestigious lawyer who ended up charging no fee, to file a motion to dismiss the 1945 indictment.","En 1958, MacLeish contrató a Thurman Arnold, un prestigioso abogado que terminó sin cobrar ninguna tarifa, para presentar una moción para desestimar la acusación de 1945.",Kinesthetic,Cinestésico
"It was adapted into a major motion picture released in 1946, then again in 1984 starring Bill Murray.","Fue adaptado a una película importante publicada en 1946, luego nuevamente en 1984 protagonizada por Bill Murray.",Kinesthetic,Cinestésico
"There were 176 votes against the motion to request public services, 146 in favour, and 24 abstentions.","Hubo 176 votos en contra de la moción para solicitar servicios públicos, 146 a favor y 24 abstenciones.",Kinesthetic,Cinestésico
Certain verbs are often used progressively and verbs of motion may be dropped before an adverb or adverbial phrase of motion.,Ciertos verbos a menudo se usan progresivamente y los verbos de movimiento pueden eliminarse antes de una frase adverbial o adverbial de movimiento.,Kinesthetic,Cinestésico
"This allows for motion Tensile stresses are generated ahead of the fracture's tip, generating large amounts of shear stress.","Esto permite que las tensiones de tracción de movimiento se generan antes de la punta de la fractura, generando grandes cantidades de estrés cortante.",Kinesthetic,Cinestésico
"Lubricated and fueled by Elf, the nationalized purveyor of French motion lotion, the RE30B is on the verge of becoming perhaps unbeatable.","Lubricado y alimentado por ELF, el proveedor nacionalizado de la loción de movimiento francés, el RE30B está a punto de volverse quizás inmejorable.",Kinesthetic,Cinestésico
"Let a good man obey every good motion rising in his heart, knowing that every such motion proceeds from God.","Deje que un buen hombre obedezca cada buen movimiento que se eleva en su corazón, sabiendo que cada movimiento procede de Dios.",Kinesthetic,Cinestésico
The linear motion was directly converted into circular motion via a crank instead of using a more cumbersome beam.,El movimiento lineal se convirtió directamente en movimiento circular a través de una manivela en lugar de usar un haz más engorroso.,Kinesthetic,Cinestésico
"This includes the brake gear, wheel sets, axleboxes, springing and the motion that includes connecting rods and valve gear.","Esto incluye el engranaje de freno, los juegos de ruedas, las cajas de eje, el salto y el movimiento que incluye bielas y engranaje de válvula.",Kinesthetic,Cinestésico
These widely spaced levels inhibit equal partition of heat energy into rotational motion in hydrogen at low temperatures.,Estos niveles ampliamente espaciados inhiben la participación igual de la energía térmica en el movimiento de rotación en el hidrógeno a bajas temperaturas.,Kinesthetic,Cinestésico
"In the above, as usual, motion is Newton's name for momentum, hence his careful distinction between motion and velocity.","En lo anterior, como de costumbre, el movimiento es el nombre de Newton para el impulso, de ahí su cuidadosa distinción entre movimiento y velocidad.",Kinesthetic,Cinestésico
Show More Sentences,Mostrar más oraciones,Kinesthetic,Cinestésico
The meeting will address this issue and will carry on looking at the no-confidence motion which is moving toward a qualified majority.,La reunión abordará este problema y continuará observando la moción de no confianza que se está moviendo hacia una mayoría calificada.,Kinesthetic,Cinestésico
"From this equation one can derive the equation of motion for a varying mass system, for example, the Tsiolkovsky rocket equation.","De esta ecuación se puede derivar la ecuación de movimiento para un sistema de masa variable, por ejemplo, la ecuación de cohete Tsiolkovsky.",Kinesthetic,Cinestésico
Newton placed the first law of motion to establish frames of reference for which the other laws are applicable.,Newton colocó la primera ley de moción para establecer marcos de referencia para los cuales las otras leyes son aplicables.,Kinesthetic,Cinestésico
Changes in motion must be imposed against the tendency of an object to retain its state of motion.,Se deben imponer cambios en el movimiento contra la tendencia de un objeto a retener su estado de movimiento.,Kinesthetic,Cinestésico
"Euler's laws can, however, be taken as axioms describing the laws of motion for extended bodies, independently of any particle structure.","Sin embargo, las leyes de Euler pueden tomarse como axiomas que describen las leyes de movimiento de cuerpos extendidos, independientemente de cualquier estructura de partículas.",Kinesthetic,Cinestésico
"In their original form, Newton's laws of motion are not adequate to characterise the motion of rigid bodies and deformable bodies.","En su forma original, las leyes de movimiento de Newton no son adecuadas para caracterizar el movimiento de los cuerpos rígidos y los cuerpos deformables.",Kinesthetic,Cinestésico
"In this way, even a planet can be idealised as a particle for analysis of its orbital motion around a star.","De esta manera, incluso un planeta puede idealizarse como una partícula para el análisis de su movimiento orbital alrededor de una estrella.",Kinesthetic,Cinestésico
Newton used them to explain and investigate the motion of many physical objects and systems.,Newton los usó para explicar e investigar el movimiento de muchos objetos y sistemas físicos.,Kinesthetic,Cinestésico
"They describe the relationship between a body and the forces acting upon it, and its motion in response to those forces.","Describen la relación entre un cuerpo y las fuerzas que actúan sobre él, y su movimiento en respuesta a esas fuerzas.",Kinesthetic,Cinestésico
"Newton's laws of motion are three physical laws that, together, laid the foundation for classical mechanics.","Las leyes de movimiento de Newton son tres leyes físicas que, juntas, establecieron las bases para la mecánica clásica.",Kinesthetic,Cinestésico
This work also demonstrated that the motion of objects on Earth and of celestial bodies could be described by the same principles.,Este trabajo también demostró que el movimiento de los objetos en la Tierra y de los cuerpos celestes podría describirse por los mismos principios.,Kinesthetic,Cinestésico
"Innate attractions and repulsions joined size, shape, position and motion as physically irreducible primary properties of matter.","Las atracciones innatas y las repulsiones unieron el tamaño, la forma, la posición y el movimiento como propiedades primarias físicamente irreducibles de la materia.",Kinesthetic,Cinestésico
His original contributions to the science of motion were made through an innovative combination of experiment and mathematics.,Sus contribuciones originales a la ciencia del movimiento se hicieron a través de una combinación innovadora de experimentos y matemáticas.,Kinesthetic,Cinestésico
"The CPGB soon became known for its loyalty to the line of the Comintern, and proposed the motion to expel Leon Trotsky from the international.","El CPGB pronto se hizo conocido por su lealtad a la línea de la Comunda, y propuso la moción para expulsar a Leon Trotsky del internacional.",Kinesthetic,Cinestésico
"When they are set up by a motion in the House, the motion will set a deadline by which the Committee must report.","Cuando se crean una moción en la Cámara, la moción establecerá una fecha límite mediante la cual el comité debe informar.",Kinesthetic,Cinestésico
"If the motion is passed, its effect is to prevent the member from continuing their speech on the motion then under debate.","Si se pasa la moción, su efecto es evitar que el miembro continúe su discurso en la moción y luego bajo debate.",Kinesthetic,Cinestésico
"They are brought into play by a member standing up, possibly intervening on another member, and moving the motion without notice.","Los ponen en juego por un miembro de pie, posiblemente interviniendo con otro miembro, y moviendo la moción sin previo aviso.",Kinesthetic,Cinestésico
"Once all speeches on a motion have concluded, or Closure invoked, the motion may be put to a vote.","Una vez que todos los discursos sobre una moción han concluido, o el cierre invocado, la moción puede ser votada.",Kinesthetic,Cinestésico
A fault's sense of slip is defined as the relative motion of the rock on each side of the fault with respect to the other side.,La sensación de deslizamiento de una falla se define como el movimiento relativo de la roca a cada lado de la falla con respecto al otro lado.,Kinesthetic,Cinestésico
"Acclaimed for his motion capture work, in 2011 actor Andy Serkis opened his own motion capture workshop, The Imaginarium Studios in London.","Aclamado por su trabajo de captura de movimiento, en 2011, el actor Andy Serkis abrió su propio taller de captura de movimiento, The Imaginarium Studios en Londres.",Kinesthetic,Cinestésico
Show More Sentences,Mostrar más oraciones,Kinesthetic,Cinestésico
He calculated the eccentricity of the Sun's orbit and the annual motion of the apogee.,Calculó la excentricidad de la órbita del sol y el movimiento anual del apogeo.,Kinesthetic,Cinestésico
This monument was erected by the nation on the motion of Gladstone in his memorial speech on Disraeli in the House of Commons.,Este monumento fue erigido por la nación sobre el movimiento de Gladstone en su discurso conmemorativo sobre Disraeli en la Cámara de los Comunes.,Kinesthetic,Cinestésico
Lowell Thompson filed a petition for writ of mandamus and emergency motion for immediate stay.,Lowell Thompson presentó una petición de escrito de mandamus y moción de emergencia para una estadía inmediata.,Kinesthetic,Cinestésico
"Accordingly, the court granted TWIA's petition for a writ of mandamus and directed the trial court to grant TWIA's motion to compel appraisal.","En consecuencia, el tribunal otorgó la petición de TWIA para una orden de mandamus y ordenó al tribunal de primera instancia que otorgue la moción de Twia para obligar a la evaluación.",Kinesthetic,Cinestésico
Here he observed most accurately the variation of the sun's motion and the length of the days and the nights in summer and winter respectively.,"Aquí observó con mayor precisión la variación del movimiento del sol y la duración de los días y las noches de verano e invierno, respectivamente.",Kinesthetic,Cinestésico
"On 9 December 1999, Liverpool City Council passed a formal motion apologizing for the City's part in the slave trade.","El 9 de diciembre de 1999, el Ayuntamiento de Liverpool aprobó una moción formal que se disculpa por la parte de la ciudad en el comercio de esclavos.",Kinesthetic,Cinestésico
"On 22 February 1807, the House of Commons passed a motion 283 votes to 16 to abolish the Atlantic slave trade.","El 22 de febrero de 1807, la Cámara de los Comunes aprobó una moción 283 votos a 16 para abolir el comercio de esclavos del Atlántico.",Kinesthetic,Cinestésico
"The world's first commercial motion picture exhibition was given in New York City in 1894, using Thomas Edison's Kinetoscope.","La primera exposición de películas comerciales del mundo se dio en la ciudad de Nueva York en 1894, utilizando el cinetoscopio de Thomas Edison.",Kinesthetic,Cinestésico
"Hollywood, a northern district of Los Angeles, California, is one of the leaders in motion picture production.","Hollywood, un distrito norte de Los Ángeles, California, es uno de los líderes en la producción cinematográfica.",Kinesthetic,Cinestésico
"Regional wall motion was characterized as normal, hypokinetic, or akinetic.","El movimiento de la pared regional se caracterizó como normal, hipocinético o acinético.",Kinesthetic,Cinestésico
"A motion of no confidence was then tabled by the Conservatives and supported by the SNP, the Liberals and Ulster Unionists.","Los conservadores presentaban una moción de no confianza y fue apoyada por el SNP, los liberales y los sindicalistas del Ulster.",Kinesthetic,Cinestésico
"Paul, Workington, Cumbria AGOOD flexibility is important for maintaining a full range of motion in the joints.","Paul, Workington, Cumbria Agood Flexibilidad es importante para mantener un rango de movimiento completo en las articulaciones.",Kinesthetic,Cinestésico
Members Business is a debate on a motion proposed by an MSP who is not a Scottish minister.,El negocio de los miembros es un debate sobre una moción propuesta por un MSP que no es un ministro escocés.,Kinesthetic,Cinestésico
"The motion was passed by 164 votes to 5, with Canada, Federated States of Micronesia, Israel, Marshall Islands, and the United States opposing.","La moción fue aprobada por 164 votos a 5, con Canadá, estados federados de Micronesia, Israel, Islas Marshall y Estados Unidos que se oponen.",Kinesthetic,Cinestésico
Wind shear affects sailboats in motion by presenting a different wind speed and direction at different heights along the mast.,El cizallamiento del viento afecta a los veleros en movimiento presentando una velocidad y dirección del viento diferente a diferentes alturas a lo largo del mástil.,Kinesthetic,Cinestésico
Sails are airfoils that work by using an airflow set up by the wind and the motion of the boat.,Las velas son aerodinámicos que funcionan usando un flujo de aire establecido por el viento y el movimiento del bote.,Kinesthetic,Cinestésico
Unique flight cams show the trajectory of the dart through the air in slow motion to sometimes surprising results.,Las levas de vuelo únicas muestran la trayectoria del dardo a través del aire en cámara lenta para resultados a veces sorprendentes.,Kinesthetic,Cinestésico
This grip restricts the motion in your dominant hand and eliminates the possibility of wrist breakdowns through the putting stroke.,Este agarre restringe el movimiento en su mano dominante y elimina la posibilidad de averías de muñeca a través de la carrera.,Kinesthetic,Cinestésico
During lateral motion the leg in the direction of the movement moves first while the opposite leg provides the force needed to move the body.,"Durante el movimiento lateral, la pierna en la dirección del movimiento se mueve primero, mientras que la pierna opuesta proporciona la fuerza necesaria para mover el cuerpo.",Kinesthetic,Cinestésico
Rearward motion involves lifting the rear leg and pushing with the lead leg.,El movimiento hacia atrás implica levantar la pierna trasera y empujar con la pierna de plomo.,Kinesthetic,Cinestésico
Show More Sentences,Mostrar más oraciones,Kinesthetic,Cinestésico
Forward motion involves lifting the lead leg and pushing with the rear leg.,El movimiento hacia adelante implica levantar la pierna de plomo y empujar con la pierna trasera.,Kinesthetic,Cinestésico
"Milne's widow, Daphne Milne, also licensed certain rights, including motion picture rights, to Disney.","La viuda de Milne, Daphne Milne, también autorizó ciertos derechos, incluidos los derechos cinematográficos, a Disney.",Kinesthetic,Cinestésico
"In January 2012 the studio signed an agreement with Vicon, the world's largest supplier of precision motion tracking systems.","En enero de 2012, el estudio firmó un acuerdo con Vicon, el mayor proveedor del mundo de sistemas de seguimiento de movimiento de precisión.",Kinesthetic,Cinestésico
"The studio specializes in applying motion capture technology in film, television and video games.","El estudio se especializa en aplicar tecnología de captura de movimiento en cine, televisión y videojuegos.",Kinesthetic,Cinestésico
"For short-scale problems such as the discharge of highly reactive substances or spills, the motion would be perceived primarily as advection.","Para problemas a corta escala, como la descarga de sustancias o derrames altamente reactivos, el movimiento se percibiría principalmente como advección.",Kinesthetic,Cinestésico
"Serkis has his own motion capture workshop, The Imaginarium Studios in London, which he will use for his directorial debut, Jungle Book.","Serkis tiene su propio taller de captura de movimiento, The Imaginarium Studios en Londres, que utilizará para su debut como director, Jungle Book.",Kinesthetic,Cinestésico
Having seen it again from my armchair several times in slow motion and from different angles I can see that it was a red-card offence.,"Después de verlo nuevamente desde mi sillón varias veces en cámara lenta y desde diferentes ángulos, puedo ver que era una ofensiva de tarjetas rojo.",Kinesthetic,Cinestésico
"From 2012 to 2014, through voice and motion capture, he played the characters of Smaug and the Necromancer in The Hobbit film series.","De 2012 a 2014, a través de la voz y la captura de movimiento, interpretó a los personajes de Smaug y el Nigromante en la serie de películas de Hobbit.",Kinesthetic,Cinestésico
His motion picture debut was in Ridley Scott's 2001 action film Black Hawk Down.,"Su debut en la película fue en la película de acción de 2001 de Ridley Scott, Black Hawk Down.",Kinesthetic,Cinestésico
"The succeeding three motion picture adaptations followed suit in financial success, while garnering positive reviews from fans and critics.","Las siguientes tres adaptaciones cinematográficas siguieron su ejemplo en el éxito financiero, mientras obtuvieron críticas positivas de fanáticos y críticos.",Kinesthetic,Cinestésico
Accelerometer based games require simple gestures while playing and developers can use the simple motion of the device to control the game.,Los juegos basados ​​en acelerómetro requieren gestos simples mientras juegan y los desarrolladores pueden usar el movimiento simple del dispositivo para controlar el juego.,Kinesthetic,Cinestésico
"Then, the House votes on a formal motion to appoint the member in question to the Speakership.","Luego, la Cámara vota sobre una moción formal para nombrar al miembro en cuestión al enojo.",Kinesthetic,Cinestésico
This set in motion a chain of events that almost led to the engines being produced much sooner than actually occurred.,Esto puso en marcha una cadena de eventos que casi llevó a los motores a producirse mucho antes de lo que ocurrió realmente.,Kinesthetic,Cinestésico
"When she was musing she was a kestrel, which hangs in the air by an invisible motion of its wings.","Cuando estaba reflexionando, era un cernícalo, que cuelga en el aire por un movimiento invisible de sus alas.",Kinesthetic,Cinestésico
